,type,id,groupId,attributes
0,Hidráulica,10330,1,"{'title': 'Hidráulica', 'description': 'Hidráulica: no incluye la generación bombeo.', 'color': '#0090d1', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2022-01-13T12:43:08.000+01:00', 'values': [{'value': 302912.562, 'percentage': 0.6820195409700798, 'datetime': '2021-01-01T00:00:00.000+01:00'}, {'value': 344254.166, 'percentage': 0.680434909202303, 'datetime': '2021-02-01T00:00:00.000+01:00'}, {'value': 179679.634, 'percentage': 0.6275828476536112, 'datetime': '2021-03-01T00:00:00.000+01:00'}, {'value': 98619.601, 'percentage': 0.517449681159827, 'datetime': '2021-04-01T00:00:00.000+02:00'}, {'value': 92174.276, 'percentage': 0.415000392672021, 'datetime': '2021-05-01T00:00:00.000+02:00'}, {'value': 101713.456, 'percentage': 0.5254998684460869, 'datetime': '2021-06-01T00:00:00.000+02:00'}, {'value': 57977.995, 'percentage': 0.40415977324332963, 'datetime': '2021-07-01T00:00:00.000+02:00'}, {'value': 39600.463, 'percentage': 0.30241165049560914, 'datetime': '2021-08-01T00:00:00.000+02:00'}, {'value': 40993.735, 'percentage': 0.30861703726722745, 'datetime': '2021-09-01T00:00:00.000+02:00'}, {'value': 32221.386, 'percentage': 0.1700271000035856, 'datetime': '2021-10-01T00:00:00.000+02:00'}, {'value': 111482.957, 'percentage': 0.4207732770552805, 'datetime': '2021-11-01T00:00:00.000+01:00'}, {'value': 330565.074, 'percentage': 0.6146996873648486, 'datetime': '2021-12-01T00:00:00.000+01:00'}]}"
1,Eólica,10333,1,"{'title': 'Eólica', 'description': None, 'color': '#6fb114', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2022-11-10T23:30:06.000+01:00', 'values': [{'value': 123123.33, 'percentage': 0.2772170175276774, 'datetime': '2021-01-01T00:00:00.000+01:00'}, {'value': 145628.677, 'percentage': 0.2878420812247963, 'datetime': '2021-02-01T00:00:00.000+01:00'}, {'value': 94703.049, 'percentage': 0.33077766160687677, 'datetime': '2021-03-01T00:00:00.000+01:00'}, {'value': 70330.812, 'percentage': 0.3690205179912636, 'datetime': '2021-04-01T00:00:00.000+02:00'}, {'value': 105652.603, 'percentage': 0.4756844711405289, 'datetime': '2021-05-01T00:00:00.000+02:00'}, {'value': 68370.429, 'percentage': 0.35323400519497167, 'datetime': '2021-06-01T00:00:00.000+02:00'}, {'value': 61464.404, 'percentage': 0.4284632399443341, 'datetime': '2021-07-01T00:00:00.000+02:00'}, {'value': 69470.392, 'percentage': 0.5305154110268094, 'datetime': '2021-08-01T00:00:00.000+02:00'}, {'value': 70129.896, 'percentage': 0.5279655715044941, 'datetime': '2021-09-01T00:00:00.000+02:00'}, {'value': 135140.045, 'percentage': 0.7131124013629973, 'datetime': '2021-10-01T00:00:00.000+02:00'}, {'value': 130772.551, 'percentage': 0.4935785371493941, 'datetime': '2021-11-01T00:00:00.000+01:00'}, {'value': 187892.565, 'percentage': 0.3493941436888746, 'datetime': '2021-12-01T00:00:00.000+01:00'}]}"
2,Solar fotovoltaica,1707,1,"{'title': 'Solar fotovoltaica', 'description': None, 'color': '#e48500', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2022-11-15T19:06:23.000+01:00', 'values': [{'value': 23.39, 'percentage': 5.2663504471267745e-05, 'datetime': '2021-01-01T00:00:00.000+01:00'}, {'value': 24.798, 'percentage': 4.9014439169920484e-05, 'datetime': '2021-02-01T00:00:00.000+01:00'}, {'value': 45.651, 'percentage': 0.00015944925944269791, 'datetime': '2021-03-01T00:00:00.000+01:00'}, {'value': 54.865, 'percentage': 0.0002878725574729704, 'datetime': '2021-04-01T00:00:00.000+02:00'}, {'value': 61.976, 'percentage': 0.0002790373350612613, 'datetime': '2021-05-01T00:00:00.000+02:00'}, {'value': 53.238, 'percentage': 0.00027505271275349026, 'datetime': '2021-06-01T00:00:00.000+02:00'}, {'value': 63.984, 'percentage': 0.0004460271337634426, 'datetime': '2021-07-01T00:00:00.000+02:00'}, {'value': 64.999, 'percentage': 0.00049636931948407, 'datetime': '2021-08-01T00:00:00.000+02:00'}, {'value': 48.481, 'percentage': 0.00036498412705630396, 'datetime': '2021-09-01T00:00:00.000+02:00'}, {'value': 49.557, 'percentage': 0.0002615043621921693, 'datetime': '2021-10-01T00:00:00.000+02:00'}, {'value': 23.961, 'percentage': 9.043667985521389e-05, 'datetime': '2021-11-01T00:00:00.000+01:00'}, {'value': 22.249, 'percentage': 4.137295322427352e-05, 'datetime': '2021-12-01T00:00:00.000+01:00'}]}"
3,Otras renovables,10334,1,"{'title': 'Otras renovables', 'description': 'Otras renovables: incluyen biogás, biomasa, hidráulica marina y geotérmica.', 'color': '#9a5cbc', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2021-04-22T10:52:33.000+02:00', 'values': [{'value': 18081.309, 'percentage': 0.04071077799777143, 'datetime': '2021-01-01T00:00:00.000+01:00'}, {'value': 16024.905, 'percentage': 0.03167399513373073, 'datetime': '2021-02-01T00:00:00.000+01:00'}, {'value': 11875.912, 'percentage': 0.041480041480069424, 'datetime': '2021-03-01T00:00:00.000+01:00'}, {'value': 21582.531, 'percentage': 0.11324192829143653, 'datetime': '2021-04-01T00:00:00.000+02:00'}, {'value': 24217.624, 'percentage': 0.10903609885238871, 'datetime': '2021-05-01T00:00:00.000+02:00'}, {'value': 23418.503, 'percentage': 0.12099107364618789, 'datetime': '2021-06-01T00:00:00.000+02:00'}, {'value': 23946.773, 'percentage': 0.1669309596785727, 'datetime': '2021-07-01T00:00:00.000+02:00'}, {'value': 21813.013, 'percentage': 0.1665765691580974, 'datetime': '2021-08-01T00:00:00.000+02:00'}, {'value': 21658.322, 'percentage': 0.16305240710122199, 'datetime': '2021-09-01T00:00:00.000+02:00'}, {'value': 22096.367, 'percentage': 0.11659899427122497, 'datetime': '2021-10-01T00:00:00.000+02:00'}, {'value': 22668.338, 'percentage': 0.08555774911547012, 'datetime': '2021-11-01T00:00:00.000+01:00'}, {'value': 19286.896, 'percentage': 0.03586479599305263, 'datetime': '2021-12-01T00:00:00.000+01:00'}]}"
4,Generación renovable,1,1,"{'title': 'Generación renovable', 'description': None, 'color': '#2b2e34', 'type': 'Generación renovable', 'magnitude': None, 'composite': True, 'last-update': '2022-01-13T12:43:08.000+01:00', 'values': [{'value': 444140.591, 'percentage': 1, 'datetime': '2021-01-01T00:00:00.000+01:00'}, {'value': 505932.54600000003, 'percentage': 1, 'datetime': '2021-02-01T00:00:00.000+01:00'}, {'value': 286304.246, 'percentage': 1, 'datetime': '2021-03-01T00:00:00.000+01:00'}, {'value': 190587.80899999998, 'percentage': 1, 'datetime': '2021-04-01T00:00:00.000+02:00'}, {'value': 222106.47900000002, 'percentage': 1, 'datetime': '2021-05-01T00:00:00.000+02:00'}, {'value': 193555.62600000002, 'percentage': 1, 'datetime': '2021-06-01T00:00:00.000+02:00'}, {'value': 143453.15600000002, 'percentage': 1, 'datetime': '2021-07-01T00:00:00.000+02:00'}, {'value': 130948.867, 'percentage': 1, 'datetime': '2021-08-01T00:00:00.000+02:00'}, {'value': 132830.434, 'percentage': 1, 'datetime': '2021-09-01T00:00:00.000+02:00'}, {'value': 189507.355, 'percentage': 1, 'datetime': '2021-10-01T00:00:00.000+02:00'}, {'value': 264947.80700000003, 'percentage': 1, 'datetime': '2021-11-01T00:00:00.000+01:00'}, {'value': 537766.784, 'percentage': 1, 'datetime': '2021-12-01T00:00:00.000+01:00'}]}"
