,type,id,groupId,attributes
0,Hidráulica,10330,1,"{'title': 'Hidráulica', 'description': 'Hidráulica: no incluye la generación bombeo.', 'color': '#0090d1', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2020-01-24T13:30:10.000+01:00', 'values': [{'value': 171819.515, 'percentage': 0.5210083441168245, 'datetime': '2019-01-01T00:00:00.000+01:00'}, {'value': 261289.653, 'percentage': 0.7572128247059633, 'datetime': '2019-02-01T00:00:00.000+01:00'}, {'value': 141990.993, 'percentage': 0.49351434270589845, 'datetime': '2019-03-01T00:00:00.000+01:00'}, {'value': 148493.429, 'percentage': 0.543648164129291, 'datetime': '2019-04-01T00:00:00.000+02:00'}, {'value': 119019.553, 'percentage': 0.5566189502320787, 'datetime': '2019-05-01T00:00:00.000+02:00'}, {'value': 81570.817, 'percentage': 0.602066005303132, 'datetime': '2019-06-01T00:00:00.000+02:00'}, {'value': 64653.584, 'percentage': 0.48899454921936447, 'datetime': '2019-07-01T00:00:00.000+02:00'}, {'value': 36158.663, 'percentage': 0.34075962973928675, 'datetime': '2019-08-01T00:00:00.000+02:00'}, {'value': 37947.521, 'percentage': 0.22387153132720994, 'datetime': '2019-09-01T00:00:00.000+02:00'}, {'value': 70126.813, 'percentage': 0.34933677145887804, 'datetime': '2019-10-01T00:00:00.000+02:00'}, {'value': 356504.89, 'percentage': 0.6165497929695699, 'datetime': '2019-11-01T00:00:00.000+01:00'}, {'value': 426727.744, 'percentage': 0.7276797090621794, 'datetime': '2019-12-01T00:00:00.000+01:00'}]}"
1,Eólica,10333,1,"{'title': 'Eólica', 'description': None, 'color': '#6fb114', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2019-05-21T12:20:14.000+02:00', 'values': [{'value': 135979.771, 'percentage': 0.41233148238193423, 'datetime': '2019-01-01T00:00:00.000+01:00'}, {'value': 65149.886, 'percentage': 0.1888032252365213, 'datetime': '2019-02-01T00:00:00.000+01:00'}, {'value': 122244.591, 'percentage': 0.4248822950108983, 'datetime': '2019-03-01T00:00:00.000+01:00'}, {'value': 104876.368, 'percentage': 0.3839620736601612, 'datetime': '2019-04-01T00:00:00.000+02:00'}, {'value': 73694.773, 'percentage': 0.3446484728845464, 'datetime': '2019-05-01T00:00:00.000+02:00'}, {'value': 40426.257, 'percentage': 0.298382141512053, 'datetime': '2019-06-01T00:00:00.000+02:00'}, {'value': 42352.3, 'percentage': 0.3203232143619956, 'datetime': '2019-07-01T00:00:00.000+02:00'}, {'value': 44489.981, 'percentage': 0.41927406034531484, 'datetime': '2019-08-01T00:00:00.000+02:00'}, {'value': 108340.237, 'percentage': 0.639153602722635, 'datetime': '2019-09-01T00:00:00.000+02:00'}, {'value': 108200.772, 'percentage': 0.5390022267208716, 'datetime': '2019-10-01T00:00:00.000+02:00'}, {'value': 202227.654, 'percentage': 0.34973831132140104, 'datetime': '2019-11-01T00:00:00.000+01:00'}, {'value': 137968.759, 'percentage': 0.23527194521664366, 'datetime': '2019-12-01T00:00:00.000+01:00'}]}"
2,Solar fotovoltaica,1707,1,"{'title': 'Solar fotovoltaica', 'description': None, 'color': '#e48500', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2020-12-02T11:22:17.000+01:00', 'values': [{'value': 21.001, 'percentage': 6.368133581797987e-05, 'datetime': '2019-01-01T00:00:00.000+01:00'}, {'value': 38.817, 'percentage': 0.00011249098415929765, 'datetime': '2019-02-01T00:00:00.000+01:00'}, {'value': 13.418, 'percentage': 4.663658807166554e-05, 'datetime': '2019-03-01T00:00:00.000+01:00'}, {'value': 59.544, 'percentage': 0.00021799608577235092, 'datetime': '2019-04-01T00:00:00.000+02:00'}, {'value': 69.037, 'percentage': 0.00032286545780567686, 'datetime': '2019-05-01T00:00:00.000+02:00'}, {'value': 54.294, 'percentage': 0.0004007385593787574, 'datetime': '2019-06-01T00:00:00.000+02:00'}, {'value': 62.443, 'percentage': 0.00047227523592357655, 'datetime': '2019-07-01T00:00:00.000+02:00'}, {'value': 52.382, 'percentage': 0.0004936485324416812, 'datetime': '2019-08-01T00:00:00.000+02:00'}, {'value': 51.236, 'percentage': 0.0003022669591270778, 'datetime': '2019-09-01T00:00:00.000+02:00'}, {'value': 9.467, 'percentage': 4.715986758732638e-05, 'datetime': '2019-10-01T00:00:00.000+02:00'}, {'value': 18.643, 'percentage': 3.224173949011384e-05, 'datetime': '2019-11-01T00:00:00.000+01:00'}, {'value': 17.887, 'percentage': 3.0501899956135037e-05, 'datetime': '2019-12-01T00:00:00.000+01:00'}]}"
3,Otras renovables,10334,1,"{'title': 'Otras renovables', 'description': 'Otras renovables: incluyen biogás, biomasa, hidráulica marina y geotérmica.', 'color': '#9a5cbc', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2019-04-22T15:23:13.000+02:00', 'values': [{'value': 21962.368, 'percentage': 0.06659649216542331, 'datetime': '2019-01-01T00:00:00.000+01:00'}, {'value': 18589.298, 'percentage': 0.05387145907335609, 'datetime': '2019-02-01T00:00:00.000+01:00'}, {'value': 23465.013, 'percentage': 0.08155672569513168, 'datetime': '2019-03-01T00:00:00.000+01:00'}, {'value': 19713.178, 'percentage': 0.07217176612477531, 'datetime': '2019-04-01T00:00:00.000+02:00'}, {'value': 21042.546, 'percentage': 0.09840971142556909, 'datetime': '2019-05-01T00:00:00.000+02:00'}, {'value': 13433.473, 'percentage': 0.09915111462543623, 'datetime': '2019-06-01T00:00:00.000+02:00'}, {'value': 25149.065, 'percentage': 0.1902099611827164, 'datetime': '2019-07-01T00:00:00.000+02:00'}, {'value': 25410.907, 'percentage': 0.2394726613829568, 'datetime': '2019-08-01T00:00:00.000+02:00'}, {'value': 23166.797, 'percentage': 0.136672598991028, 'datetime': '2019-09-01T00:00:00.000+02:00'}, {'value': 22405.666, 'percentage': 0.11161384195266302, 'datetime': '2019-10-01T00:00:00.000+02:00'}, {'value': 19474.439, 'percentage': 0.03367965396953887, 'datetime': '2019-11-01T00:00:00.000+01:00'}, {'value': 21708.096, 'percentage': 0.03701784382122073, 'datetime': '2019-12-01T00:00:00.000+01:00'}]}"
4,Generación renovable,1,1,"{'title': 'Generación renovable', 'description': None, 'color': '#2b2e34', 'type': 'Generación renovable', 'magnitude': None, 'composite': True, 'last-update': '2020-01-24T13:30:10.000+01:00', 'values': [{'value': 329782.655, 'percentage': 1, 'datetime': '2019-01-01T00:00:00.000+01:00'}, {'value': 345067.654, 'percentage': 1, 'datetime': '2019-02-01T00:00:00.000+01:00'}, {'value': 287714.01499999996, 'percentage': 1, 'datetime': '2019-03-01T00:00:00.000+01:00'}, {'value': 273142.51900000003, 'percentage': 1, 'datetime': '2019-04-01T00:00:00.000+02:00'}, {'value': 213825.909, 'percentage': 1, 'datetime': '2019-05-01T00:00:00.000+02:00'}, {'value': 135484.841, 'percentage': 1, 'datetime': '2019-06-01T00:00:00.000+02:00'}, {'value': 132217.392, 'percentage': 1, 'datetime': '2019-07-01T00:00:00.000+02:00'}, {'value': 106111.93299999999, 'percentage': 1, 'datetime': '2019-08-01T00:00:00.000+02:00'}, {'value': 169505.791, 'percentage': 1, 'datetime': '2019-09-01T00:00:00.000+02:00'}, {'value': 200742.718, 'percentage': 1, 'datetime': '2019-10-01T00:00:00.000+02:00'}, {'value': 578225.626, 'percentage': 1, 'datetime': '2019-11-01T00:00:00.000+01:00'}, {'value': 586422.486, 'percentage': 1, 'datetime': '2019-12-01T00:00:00.000+01:00'}]}"
