,type,id,groupId,attributes
0,Hidráulica,10330,1,"{'title': 'Hidráulica', 'description': 'Hidráulica: no incluye la generación bombeo.', 'color': '#0090d1', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2023-01-11T12:06:15.000+01:00', 'values': [{'value': 71623.027, 'percentage': 0.17890759731201522, 'datetime': '2022-01-01T00:00:00.000+01:00'}, {'value': 35364.821, 'percentage': 0.10046687204530663, 'datetime': '2022-02-01T00:00:00.000+01:00'}, {'value': 55969.476, 'percentage': 0.12190421011598529, 'datetime': '2022-03-01T00:00:00.000+01:00'}, {'value': 63885.535, 'percentage': 0.13913096285573054, 'datetime': '2022-04-01T00:00:00.000+02:00'}, {'value': 33376.538, 'percentage': 0.0792696125947523, 'datetime': '2022-05-01T00:00:00.000+02:00'}, {'value': 16833.591, 'percentage': 0.05686710775521036, 'datetime': '2022-06-01T00:00:00.000+02:00'}, {'value': 16194.351, 'percentage': 0.04419766032744745, 'datetime': '2022-07-01T00:00:00.000+02:00'}, {'value': 13877.983, 'percentage': 0.048144055822584214, 'datetime': '2022-08-01T00:00:00.000+02:00'}, {'value': 7455.653, 'percentage': 0.025097867302712667, 'datetime': '2022-09-01T00:00:00.000+02:00'}, {'value': 4446.405, 'percentage': 0.013875692942070438, 'datetime': '2022-10-01T00:00:00.000+02:00'}, {'value': 15911.631, 'percentage': 0.05896978158512463, 'datetime': '2022-11-01T00:00:00.000+01:00'}, {'value': 26476.696, 'percentage': 0.10658789300046859, 'datetime': '2022-12-01T00:00:00.000+01:00'}]}"
1,Eólica,10333,1,"{'title': 'Eólica', 'description': None, 'color': '#6fb114', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2022-11-11T00:44:32.000+01:00', 'values': [{'value': 279417.874, 'percentage': 0.6979596168613679, 'datetime': '2022-01-01T00:00:00.000+01:00'}, {'value': 273580.572, 'percentage': 0.7772069402304, 'datetime': '2022-02-01T00:00:00.000+01:00'}, {'value': 358971.437, 'percentage': 0.7818570515415434, 'datetime': '2022-03-01T00:00:00.000+01:00'}, {'value': 344629.889, 'percentage': 0.7505406080646195, 'datetime': '2022-04-01T00:00:00.000+02:00'}, {'value': 327900.468, 'percentage': 0.7787669011087361, 'datetime': '2022-05-01T00:00:00.000+02:00'}, {'value': 217372.202, 'percentage': 0.7343251023576225, 'datetime': '2022-06-01T00:00:00.000+02:00'}, {'value': 284223.541, 'percentage': 0.7757035476248684, 'datetime': '2022-07-01T00:00:00.000+02:00'}, {'value': 214338.457, 'percentage': 0.7435606916894598, 'datetime': '2022-08-01T00:00:00.000+02:00'}, {'value': 235770.732, 'percentage': 0.7936719353220208, 'datetime': '2022-09-01T00:00:00.000+02:00'}, {'value': 270582.441, 'percentage': 0.8443942616185189, 'datetime': '2022-10-01T00:00:00.000+02:00'}, {'value': 212212.016, 'percentage': 0.7864747638541248, 'datetime': '2022-11-01T00:00:00.000+01:00'}, {'value': 184179.742, 'percentage': 0.7414569640090255, 'datetime': '2022-12-01T00:00:00.000+01:00'}]}"
2,Solar fotovoltaica,1707,1,"{'title': 'Solar fotovoltaica', 'description': None, 'color': '#e48500', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2023-11-29T17:53:33.000+01:00', 'values': [{'value': 21095.666, 'percentage': 0.052694993158509916, 'datetime': '2022-01-01T00:00:00.000+01:00'}, {'value': 20995.279, 'percentage': 0.05964486597708251, 'datetime': '2022-02-01T00:00:00.000+01:00'}, {'value': 15920.903, 'percentage': 0.03467649231785233, 'datetime': '2022-03-01T00:00:00.000+01:00'}, {'value': 27606.012, 'percentage': 0.06012082438014882, 'datetime': '2022-04-01T00:00:00.000+02:00'}, {'value': 34591.119, 'percentage': 0.08215425465484094, 'datetime': '2022-05-01T00:00:00.000+02:00'}, {'value': 33770.587, 'percentage': 0.11408353748678497, 'datetime': '2022-06-01T00:00:00.000+02:00'}, {'value': 38198.907, 'percentage': 0.10425254562320864, 'datetime': '2022-07-01T00:00:00.000+02:00'}, {'value': 33305.642, 'percentage': 0.11554047066169523, 'datetime': '2022-08-01T00:00:00.000+02:00'}, {'value': 27054.897, 'percentage': 0.09107454636026636, 'datetime': '2022-09-01T00:00:00.000+02:00'}, {'value': 20157.575, 'percentage': 0.06290482337006087, 'datetime': '2022-10-01T00:00:00.000+02:00'}, {'value': 13570.666, 'percentage': 0.05029397740462162, 'datetime': '2022-11-01T00:00:00.000+01:00'}, {'value': 10655.656, 'percentage': 0.042896739139120725, 'datetime': '2022-12-01T00:00:00.000+01:00'}]}"
3,Otras renovables,10334,1,"{'title': 'Otras renovables', 'description': 'Otras renovables: incluyen biogás, biomasa, hidráulica marina y geotérmica.', 'color': '#9a5cbc', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2022-05-26T14:38:07.000+02:00', 'values': [{'value': 28198.735, 'percentage': 0.070437792668107, 'datetime': '2022-01-01T00:00:00.000+01:00'}, {'value': 22064.126, 'percentage': 0.06268132174721097, 'datetime': '2022-02-01T00:00:00.000+01:00'}, {'value': 28264.87, 'percentage': 0.06156224602461901, 'datetime': '2022-03-01T00:00:00.000+01:00'}, {'value': 23054.104, 'percentage': 0.050207604699501196, 'datetime': '2022-04-01T00:00:00.000+02:00'}, {'value': 25182.728, 'percentage': 0.0598092316416706, 'datetime': '2022-05-01T00:00:00.000+02:00'}, {'value': 28039.923, 'percentage': 0.09472425240038214, 'datetime': '2022-06-01T00:00:00.000+02:00'}, {'value': 27790.628, 'percentage': 0.07584624642447543, 'datetime': '2022-07-01T00:00:00.000+02:00'}, {'value': 26737.45, 'percentage': 0.09275478182626065, 'datetime': '2022-08-01T00:00:00.000+02:00'}, {'value': 26781.927, 'percentage': 0.09015565101499996, 'datetime': '2022-09-01T00:00:00.000+02:00'}, {'value': 25259.197, 'percentage': 0.07882522206934968, 'datetime': '2022-10-01T00:00:00.000+02:00'}, {'value': 28132.547, 'percentage': 0.10426147715612893, 'datetime': '2022-11-01T00:00:00.000+01:00'}, {'value': 27090.377, 'percentage': 0.10905840385138521, 'datetime': '2022-12-01T00:00:00.000+01:00'}]}"
4,Generación renovable,1,1,"{'title': 'Generación renovable', 'description': None, 'color': '#2b2e34', 'type': 'Generación renovable', 'magnitude': None, 'composite': True, 'last-update': '2023-01-11T12:06:15.000+01:00', 'values': [{'value': 400335.302, 'percentage': 1, 'datetime': '2022-01-01T00:00:00.000+01:00'}, {'value': 352004.79799999995, 'percentage': 1, 'datetime': '2022-02-01T00:00:00.000+01:00'}, {'value': 459126.686, 'percentage': 1, 'datetime': '2022-03-01T00:00:00.000+01:00'}, {'value': 459175.54, 'percentage': 1, 'datetime': '2022-04-01T00:00:00.000+02:00'}, {'value': 421050.853, 'percentage': 1, 'datetime': '2022-05-01T00:00:00.000+02:00'}, {'value': 296016.303, 'percentage': 1, 'datetime': '2022-06-01T00:00:00.000+02:00'}, {'value': 366407.4270000001, 'percentage': 1, 'datetime': '2022-07-01T00:00:00.000+02:00'}, {'value': 288259.532, 'percentage': 1, 'datetime': '2022-08-01T00:00:00.000+02:00'}, {'value': 297063.20900000003, 'percentage': 1, 'datetime': '2022-09-01T00:00:00.000+02:00'}, {'value': 320445.618, 'percentage': 1, 'datetime': '2022-10-01T00:00:00.000+02:00'}, {'value': 269826.86, 'percentage': 1, 'datetime': '2022-11-01T00:00:00.000+01:00'}, {'value': 248402.471, 'percentage': 1, 'datetime': '2022-12-01T00:00:00.000+01:00'}]}"
