,type,id,groupId,attributes
0,Hidráulica,10330,1,"{'title': 'Hidráulica', 'description': 'Hidráulica: no incluye la generación bombeo.', 'color': '#0090d1', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2020-01-24T13:30:10.000+01:00', 'values': [{'value': 498000.701, 'percentage': 0.2695354577159807, 'datetime': '2019-01-01T00:00:00.000+01:00'}, {'value': 532852.413, 'percentage': 0.4072416547087818, 'datetime': '2019-02-01T00:00:00.000+01:00'}, {'value': 525850.947, 'percentage': 0.2899545373278027, 'datetime': '2019-03-01T00:00:00.000+01:00'}, {'value': 371615.305, 'percentage': 0.24258722171143193, 'datetime': '2019-04-01T00:00:00.000+02:00'}, {'value': 295840.986, 'percentage': 0.18978891783348417, 'datetime': '2019-05-01T00:00:00.000+02:00'}, {'value': 194490.28, 'percentage': 0.1802045789434856, 'datetime': '2019-06-01T00:00:00.000+02:00'}, {'value': 349848.65, 'percentage': 0.3003455633053471, 'datetime': '2019-07-01T00:00:00.000+02:00'}, {'value': 359216.117, 'percentage': 0.3312956374714962, 'datetime': '2019-08-01T00:00:00.000+02:00'}, {'value': 399504.226, 'percentage': 0.27190888853280887, 'datetime': '2019-09-01T00:00:00.000+02:00'}, {'value': 229935.938, 'percentage': 0.19299419145375768, 'datetime': '2019-10-01T00:00:00.000+02:00'}, {'value': 410281.133, 'percentage': 0.17633506361142418, 'datetime': '2019-11-01T00:00:00.000+01:00'}, {'value': 1326686.653, 'percentage': 0.4893434602218769, 'datetime': '2019-12-01T00:00:00.000+01:00'}]}"
1,Eólica,10333,1,"{'title': 'Eólica', 'description': None, 'color': '#6fb114', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2019-05-21T12:20:14.000+02:00', 'values': [{'value': 1277136.993, 'percentage': 0.6912313642993572, 'datetime': '2019-01-01T00:00:00.000+01:00'}, {'value': 685497.884, 'percentage': 0.5239035908795417, 'datetime': '2019-02-01T00:00:00.000+01:00'}, {'value': 1176169.894, 'percentage': 0.648540806818516, 'datetime': '2019-03-01T00:00:00.000+01:00'}, {'value': 1071785.443, 'percentage': 0.699652165532112, 'datetime': '2019-04-01T00:00:00.000+02:00'}, {'value': 1138472.047, 'percentage': 0.7303564685381407, 'datetime': '2019-05-01T00:00:00.000+02:00'}, {'value': 763644.114, 'percentage': 0.7075529225730001, 'datetime': '2019-06-01T00:00:00.000+02:00'}, {'value': 695703.645, 'percentage': 0.5972625681165504, 'datetime': '2019-07-01T00:00:00.000+02:00'}, {'value': 614050.53, 'percentage': 0.5663227571051888, 'datetime': '2019-08-01T00:00:00.000+02:00'}, {'value': 964221.211, 'percentage': 0.6562641912648227, 'datetime': '2019-09-01T00:00:00.000+02:00'}, {'value': 877171.412, 'percentage': 0.7362441421631575, 'datetime': '2019-10-01T00:00:00.000+02:00'}, {'value': 1863694.203, 'percentage': 0.8009986553250732, 'datetime': '2019-11-01T00:00:00.000+01:00'}, {'value': 1329337.817, 'percentage': 0.490321332247982, 'datetime': '2019-12-01T00:00:00.000+01:00'}]}"
2,Solar fotovoltaica,1707,1,"{'title': 'Solar fotovoltaica', 'description': None, 'color': '#e48500', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2020-12-02T11:22:17.000+01:00', 'values': [{'value': 46466.023, 'percentage': 0.02514904246599903, 'datetime': '2019-01-01T00:00:00.000+01:00'}, {'value': 65757.36, 'percentage': 0.05025619748048521, 'datetime': '2019-02-01T00:00:00.000+01:00'}, {'value': 89369.758, 'percentage': 0.04927853982164206, 'datetime': '2019-03-01T00:00:00.000+01:00'}, {'value': 74027.051, 'percentage': 0.04832421160258854, 'datetime': '2019-04-01T00:00:00.000+02:00'}, {'value': 102920.847, 'percentage': 0.06602613261515967, 'datetime': '2019-05-01T00:00:00.000+02:00'}, {'value': 95087.708, 'percentage': 0.08810332517820997, 'datetime': '2019-06-01T00:00:00.000+02:00'}, {'value': 95817.868, 'percentage': 0.08225977587501736, 'datetime': '2019-07-01T00:00:00.000+02:00'}, {'value': 92227.992, 'percentage': 0.08505946686784115, 'datetime': '2019-08-01T00:00:00.000+02:00'}, {'value': 79396.164, 'percentage': 0.05403828370768877, 'datetime': '2019-09-01T00:00:00.000+02:00'}, {'value': 59072.731, 'percentage': 0.04958204470112161, 'datetime': '2019-10-01T00:00:00.000+02:00'}, {'value': 30794.852, 'percentage': 0.013235344619964265, 'datetime': '2019-11-01T00:00:00.000+01:00'}, {'value': 33319.141, 'percentage': 0.012289641801771115, 'datetime': '2019-12-01T00:00:00.000+01:00'}]}"
3,Otras renovables,10334,1,"{'title': 'Otras renovables', 'description': 'Otras renovables: incluyen biogás, biomasa, hidráulica marina y geotérmica.', 'color': '#9a5cbc', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2019-04-22T15:23:13.000+02:00', 'values': [{'value': 26022.214, 'percentage': 0.014084135518663056, 'datetime': '2019-01-01T00:00:00.000+01:00'}, {'value': 24335.148, 'percentage': 0.018598556931191196, 'datetime': '2019-02-01T00:00:00.000+01:00'}, {'value': 22172.837, 'percentage': 0.012226116032039366, 'datetime': '2019-03-01T00:00:00.000+01:00'}, {'value': 14455.465, 'percentage': 0.009436401153867558, 'datetime': '2019-04-01T00:00:00.000+02:00'}, {'value': 21555.692, 'percentage': 0.013828481013215295, 'datetime': '2019-05-01T00:00:00.000+02:00'}, {'value': 26052.804, 'percentage': 0.024139173305304292, 'datetime': '2019-06-01T00:00:00.000+02:00'}, {'value': 23450.273, 'percentage': 0.020132092703085098, 'datetime': '2019-07-01T00:00:00.000+02:00'}, {'value': 18781.99, 'percentage': 0.01732213855547374, 'datetime': '2019-08-01T00:00:00.000+02:00'}, {'value': 26136.091, 'percentage': 0.017788636494679655, 'datetime': '2019-09-01T00:00:00.000+02:00'}, {'value': 25233.693, 'percentage': 0.021179621681963197, 'datetime': '2019-10-01T00:00:00.000+02:00'}, {'value': 21943.085, 'percentage': 0.00943093644353831, 'datetime': '2019-11-01T00:00:00.000+01:00'}, {'value': 21812.787, 'percentage': 0.008045565728370055, 'datetime': '2019-12-01T00:00:00.000+01:00'}]}"
4,Generación renovable,1,1,"{'title': 'Generación renovable', 'description': None, 'color': '#2b2e34', 'type': 'Generación renovable', 'magnitude': None, 'composite': True, 'last-update': '2020-01-24T13:30:10.000+01:00', 'values': [{'value': 1847625.931, 'percentage': 1, 'datetime': '2019-01-01T00:00:00.000+01:00'}, {'value': 1308442.805, 'percentage': 1, 'datetime': '2019-02-01T00:00:00.000+01:00'}, {'value': 1813563.436, 'percentage': 1, 'datetime': '2019-03-01T00:00:00.000+01:00'}, {'value': 1531883.264, 'percentage': 1, 'datetime': '2019-04-01T00:00:00.000+02:00'}, {'value': 1558789.5720000002, 'percentage': 1, 'datetime': '2019-05-01T00:00:00.000+02:00'}, {'value': 1079274.906, 'percentage': 1, 'datetime': '2019-06-01T00:00:00.000+02:00'}, {'value': 1164820.436, 'percentage': 1, 'datetime': '2019-07-01T00:00:00.000+02:00'}, {'value': 1084276.6290000002, 'percentage': 1, 'datetime': '2019-08-01T00:00:00.000+02:00'}, {'value': 1469257.692, 'percentage': 1, 'datetime': '2019-09-01T00:00:00.000+02:00'}, {'value': 1191413.774, 'percentage': 1, 'datetime': '2019-10-01T00:00:00.000+02:00'}, {'value': 2326713.273, 'percentage': 1, 'datetime': '2019-11-01T00:00:00.000+01:00'}, {'value': 2711156.3979999996, 'percentage': 1, 'datetime': '2019-12-01T00:00:00.000+01:00'}]}"
