,type,id,groupId,attributes
0,Hidráulica,10330,1,"{'title': 'Hidráulica', 'description': 'Hidráulica: no incluye la generación bombeo.', 'color': '#0090d1', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2020-01-24T13:30:10.000+01:00', 'values': [{'value': 7255.261, 'percentage': 0.21662825547449996, 'datetime': '2019-01-01T00:00:00.000+01:00'}, {'value': 7365.365, 'percentage': 0.2144963579507908, 'datetime': '2019-02-01T00:00:00.000+01:00'}, {'value': 7916.29, 'percentage': 0.20948837765147335, 'datetime': '2019-03-01T00:00:00.000+01:00'}, {'value': 9552.571, 'percentage': 0.2552183379658802, 'datetime': '2019-04-01T00:00:00.000+02:00'}, {'value': 8793.242, 'percentage': 0.22435467975469187, 'datetime': '2019-05-01T00:00:00.000+02:00'}, {'value': 9590.487, 'percentage': 0.23341236662523543, 'datetime': '2019-06-01T00:00:00.000+02:00'}, {'value': 7660.623, 'percentage': 0.20421736408067112, 'datetime': '2019-07-01T00:00:00.000+02:00'}, {'value': 6305.742, 'percentage': 0.18585016141640828, 'datetime': '2019-08-01T00:00:00.000+02:00'}, {'value': 4911.483, 'percentage': 0.14668785720942704, 'datetime': '2019-09-01T00:00:00.000+02:00'}, {'value': 4269.331, 'percentage': 0.13452165128105947, 'datetime': '2019-10-01T00:00:00.000+02:00'}, {'value': 7635.876, 'percentage': 0.2341696549900613, 'datetime': '2019-11-01T00:00:00.000+01:00'}, {'value': 15735.216, 'percentage': 0.3751407205406644, 'datetime': '2019-12-01T00:00:00.000+01:00'}]}"
1,Solar fotovoltaica,1707,1,"{'title': 'Solar fotovoltaica', 'description': None, 'color': '#e48500', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2020-12-02T11:22:17.000+01:00', 'values': [{'value': 5146.445, 'percentage': 0.15366303186687053, 'datetime': '2019-01-01T00:00:00.000+01:00'}, {'value': 6551.194, 'percentage': 0.19078582707429614, 'datetime': '2019-02-01T00:00:00.000+01:00'}, {'value': 9032.505, 'percentage': 0.23902671814433543, 'datetime': '2019-03-01T00:00:00.000+01:00'}, {'value': 7628.735, 'percentage': 0.2038187486365858, 'datetime': '2019-04-01T00:00:00.000+02:00'}, {'value': 10747.47, 'percentage': 0.27421572043885045, 'datetime': '2019-05-01T00:00:00.000+02:00'}, {'value': 10586.305, 'percentage': 0.257648491037688, 'datetime': '2019-06-01T00:00:00.000+02:00'}, {'value': 10375.872, 'percentage': 0.2766006406892026, 'datetime': '2019-07-01T00:00:00.000+02:00'}, {'value': 9774.529, 'percentage': 0.2880862858676051, 'datetime': '2019-08-01T00:00:00.000+02:00'}, {'value': 8009.285, 'percentage': 0.2392077615721373, 'datetime': '2019-09-01T00:00:00.000+02:00'}, {'value': 6472.266, 'percentage': 0.20393356941643964, 'datetime': '2019-10-01T00:00:00.000+02:00'}, {'value': 3916.796, 'percentage': 0.12011650896196481, 'datetime': '2019-11-01T00:00:00.000+01:00'}, {'value': 3434.892, 'percentage': 0.08189070044283878, 'datetime': '2019-12-01T00:00:00.000+01:00'}]}"
2,Otras renovables,10334,1,"{'title': 'Otras renovables', 'description': 'Otras renovables: incluyen biogás, biomasa, hidráulica marina y geotérmica.', 'color': '#9a5cbc', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2019-04-22T15:23:13.000+02:00', 'values': [{'value': 13467.019, 'percentage': 0.40209950164603936, 'datetime': '2019-01-01T00:00:00.000+01:00'}, {'value': 13264.394, 'percentage': 0.38628964123628934, 'datetime': '2019-02-01T00:00:00.000+01:00'}, {'value': 14549.112, 'percentage': 0.38501240721974345, 'datetime': '2019-03-01T00:00:00.000+01:00'}, {'value': 12888.082, 'percentage': 0.3443339879502573, 'datetime': '2019-04-01T00:00:00.000+02:00'}, {'value': 13359.963, 'percentage': 0.3408720265403286, 'datetime': '2019-05-01T00:00:00.000+02:00'}, {'value': 14537.617, 'percentage': 0.3538151492266509, 'datetime': '2019-06-01T00:00:00.000+02:00'}, {'value': 12972.72, 'percentage': 0.3458275760805099, 'datetime': '2019-07-01T00:00:00.000+02:00'}, {'value': 12817.951, 'percentage': 0.37778555836531397, 'datetime': '2019-08-01T00:00:00.000+02:00'}, {'value': 12928.104, 'percentage': 0.38611471800688757, 'datetime': '2019-09-01T00:00:00.000+02:00'}, {'value': 13460.339, 'percentage': 0.42411961712100676, 'datetime': '2019-10-01T00:00:00.000+02:00'}, {'value': 13674.454, 'percentage': 0.41935492081818293, 'datetime': '2019-11-01T00:00:00.000+01:00'}, {'value': 14651.851, 'percentage': 0.34931239211425213, 'datetime': '2019-12-01T00:00:00.000+01:00'}]}"
3,Residuos renovables,10337,1,"{'title': 'Residuos renovables', 'description': 'Residuos renovables: el 50% de la generación procedente de residuos sólidos urbanos se considera renovable.', 'color': '#a0a0a0', 'type': None, 'magnitude': None, 'composite': False, 'last-update': '2019-04-22T15:23:13.000+02:00', 'values': [{'value': 7623.0325, 'percentage': 0.22760921101259018, 'datetime': '2019-01-01T00:00:00.000+01:00'}, {'value': 7156.996, 'percentage': 0.2084281737386237, 'datetime': '2019-02-01T00:00:00.000+01:00'}, {'value': 6290.7765, 'percentage': 0.16647249698444774, 'datetime': '2019-03-01T00:00:00.000+01:00'}, {'value': 7359.627, 'percentage': 0.19662892544727667, 'datetime': '2019-04-01T00:00:00.000+02:00'}, {'value': 6292.811, 'percentage': 0.16055757326612893, 'datetime': '2019-05-01T00:00:00.000+02:00'}, {'value': 6373.761, 'percentage': 0.1551239931104257, 'datetime': '2019-06-01T00:00:00.000+02:00'}, {'value': 6502.889, 'percentage': 0.17335441914961636, 'datetime': '2019-07-01T00:00:00.000+02:00'}, {'value': 5030.9495, 'percentage': 0.14827799435067252, 'datetime': '2019-08-01T00:00:00.000+02:00'}, {'value': 7633.6745, 'percentage': 0.22798966321154818, 'datetime': '2019-09-01T00:00:00.000+02:00'}, {'value': 7535.193, 'percentage': 0.23742516218149412, 'datetime': '2019-10-01T00:00:00.000+02:00'}, {'value': 7381.181, 'percentage': 0.22635891522979096, 'datetime': '2019-11-01T00:00:00.000+01:00'}, {'value': 8122.877, 'percentage': 0.19365618690224465, 'datetime': '2019-12-01T00:00:00.000+01:00'}]}"
4,Generación renovable,1,1,"{'title': 'Generación renovable', 'description': None, 'color': '#2b2e34', 'type': 'Generación renovable', 'magnitude': None, 'composite': True, 'last-update': '2020-01-24T13:30:10.000+01:00', 'values': [{'value': 33491.7575, 'percentage': 1, 'datetime': '2019-01-01T00:00:00.000+01:00'}, {'value': 34337.949, 'percentage': 1, 'datetime': '2019-02-01T00:00:00.000+01:00'}, {'value': 37788.6835, 'percentage': 1, 'datetime': '2019-03-01T00:00:00.000+01:00'}, {'value': 37429.015, 'percentage': 1, 'datetime': '2019-04-01T00:00:00.000+02:00'}, {'value': 39193.486000000004, 'percentage': 1, 'datetime': '2019-05-01T00:00:00.000+02:00'}, {'value': 41088.17, 'percentage': 1, 'datetime': '2019-06-01T00:00:00.000+02:00'}, {'value': 37512.104, 'percentage': 1, 'datetime': '2019-07-01T00:00:00.000+02:00'}, {'value': 33929.171500000004, 'percentage': 1, 'datetime': '2019-08-01T00:00:00.000+02:00'}, {'value': 33482.5465, 'percentage': 1, 'datetime': '2019-09-01T00:00:00.000+02:00'}, {'value': 31737.129, 'percentage': 1, 'datetime': '2019-10-01T00:00:00.000+02:00'}, {'value': 32608.307, 'percentage': 1, 'datetime': '2019-11-01T00:00:00.000+01:00'}, {'value': 41944.836, 'percentage': 1, 'datetime': '2019-12-01T00:00:00.000+01:00'}]}"
